,top 3,top 3 __aporte,EEM top 3,EEM top 3 __aporte,SPY top 3,SPY top 3 __aporte,top 5,top 5 __aporte,EEM top 5,EEM top 5 __aporte,SPY top 5,SPY top 5 __aporte,top 10,top 10 __aporte,EEM top 10,EEM top 10 __aporte,SPY top 10,SPY top 10 __aporte
2024-03-25,1439.2505972117262,300.0,1439.2460139719115,300.0,1465.2224180097733,300.0,2070.9579524466003,400.0,2064.5876233786717,400.0,2101.993509328991,400.0,3276.929648706019,500.0,3324.7167347766326,500.0,3395.966267763232,500.0
2024-03-26,1437.7673160729244,0.0,1434.118004946772,0.0,1458.37514746829,0.0,2074.5657216535774,0.0,2057.231532854121,0.0,2092.170483105868,0.0,3274.810574071109,0.0,3312.870825698924,0.0,3380.0962541057074,0.0
2024-03-27,1447.0133182512755,0.0,1437.3530852557385,0.0,1471.427955583345,0.0,2092.6701559695507,0.0,2061.8722313182393,0.0,2110.895911818343,0.0,3291.0941605493426,0.0,3320.343992577381,0.0,3410.348928043444,0.0
2024-03-28,1456.615078745545,0.0,1445.152306508771,0.0,1473.7283032238772,0.0,2105.6898400792297,0.0,2073.060155769435,0.0,2114.195967666633,0.0,3315.291254354473,0.0,3338.360510369654,0.0,3415.6804755923736,0.0
2024-03-29,1469.919671711558,0.0,1447.683979522329,0.0,1476.3100367600482,0.0,2121.9021272014566,0.0,2076.6918217386246,0.0,2117.899696922441,0.0,3333.934923710015,0.0,3344.208777832928,0.0,3421.664195124251,0.0
2024-04-01,1577.5574504912126,100.0,1550.385501578454,100.0,1573.9800075287135,100.0,2238.661432436131,100.0,2180.5671348867695,100.0,2214.5570601591676,100.0,3571.0884043040182,200.0,3550.449403481478,200.0,3616.263854141712,200.0
2024-04-02,1601.738292515646,0.0,1563.323745583819,0.0,1572.057852561042,0.0,2275.0711988758267,0.0,2198.764357211489,0.0,2211.852628187976,0.0,3621.399376345802,0.0,3580.078538083277,0.0,3611.8476484094904,0.0
2024-04-03,1607.2221422662194,0.0,1559.907804721143,0.0,1569.2052501542328,0.0,2282.8392200117487,0.0,2193.9599467134003,0.0,2207.8390760655793,0.0,3628.1226456846375,0.0,3572.2558867582566,0.0,3605.293713210416,0.0
2024-04-04,1592.7707362777803,0.0,1544.2348820629638,0.0,1540.069952381163,0.0,2263.306523869048,0.0,2171.9164871859134,0.0,2166.8463194393394,0.0,3599.3905903182726,0.0,3536.3642205591786,0.0,3538.3545375458953,0.0
2024-04-05,1601.4844098950434,0.0,1547.7959118669241,0.0,1556.3445895013635,0.0,2270.703017150375,0.0,2176.924960593954,0.0,2189.7443946141675,0.0,3609.35165120098,0.0,3544.51913179279,0.0,3575.745979416533,0.0
2024-04-08,1601.3669309605648,0.0,1558.8725743564758,0.0,1558.1597041083314,0.0,2277.0748687096225,0.0,2192.50392864052,0.0,2192.298223029161,0.0,3631.207520301316,0.0,3569.8851647494685,0.0,3579.9162568742545,0.0
2024-04-09,1604.769048604555,0.0,1564.591507661493,0.0,1555.1978848868182,0.0,2281.872905279482,0.0,2200.5474236285945,0.0,2188.131005125158,0.0,3641.8473560118596,0.0,3582.9817677044603,0.0,3573.1113929356866,0.0
2024-04-10,1606.9056943540384,0.0,1543.8767909132205,0.0,1540.2443627692173,0.0,2283.2380590459416,0.0,2171.4128435491343,0.0,2167.0917112196566,0.0,3628.2192613789334,0.0,3535.5441764426005,0.0,3538.755250375214,0.0
2024-04-11,1627.232931169533,0.0,1570.2401472855508,0.0,1568.855331758304,0.0,2307.359126169397,0.0,2208.4920528246876,0.0,2207.346748176739,0.0,3662.612679613014,0.0,3595.9173951102243,0.0,3604.4897657390097,0.0
2024-04-12,1651.870486304553,0.0,1536.4035474768448,0.0,1549.3443323453212,0.0,2329.1772886575177,0.0,2160.901968020578,0.0,2179.895178719625,0.0,3695.1362365524487,0.0,3518.430127921288,0.0,3559.6626894115725,0.0
2024-04-15,1731.965962650998,100.0,1637.6171956955857,100.0,1641.028011704232,100.0,2405.924572263119,100.0,2262.6089250428195,100.0,2268.194288935652,100.0,3951.7500198067264,300.0,3821.209434480772,300.0,3840.555706101764,300.0
2024-04-16,1704.906468322986,0.0,1619.6957300285762,0.0,1641.7160306510193,0.0,2372.577909324763,0.0,2237.8477853365393,0.0,2269.1452542053803,0.0,3901.1600804047457,0.0,3779.391557954743,0.0,3842.1659010973062,0.0
2024-04-17,1726.5494099679656,0.0,1619.126387006445,0.0,1632.6588145870107,0.0,2393.696782742033,0.0,2237.0611542443216,0.0,2256.6265612863576,0.0,3942.974489690002,0.0,3778.063055217142,0.0,3820.9689790533607,0.0
2024-04-18,1719.3927406845735,0.0,1618.3462241954012,0.0,1621.9789178532476,0.0,2386.218009853432,0.0,2235.9832446181317,0.0,2241.865033387277,0.0,3933.2797200154014,0.0,3776.242626424731,0.0,3795.9744402344686,0.0
2024-04-19,1697.4348107918236,0.0,1615.6698048858336,0.0,1611.6301717220183,0.0,2352.508150348223,0.0,2232.285377843832,0.0,2227.5612148631053,0.0,3884.3836304907927,0.0,3769.9974802799375,0.0,3771.7549048445667,0.0
2024-04-22,1676.759374610624,0.0,1631.0094859502767,0.0,1624.325202882135,0.0,2430.103045777037,100.0,2353.4794025371166,100.0,2345.108019043086,100.0,3949.135322005305,100.0,3905.791030909136,100.0,3901.4655337999443,100.0
2024-04-23,1675.3531959288941,0.0,1645.0669195099915,0.0,1644.2486603054067,0.0,2424.312372798656,0.0,2373.763699238216,0.0,2373.87236973313,0.0,3958.103288241487,0.0,3939.4544757806075,0.0,3949.319671821754,0.0
2024-04-24,1716.1225697899774,0.0,1643.0019364885268,0.0,1635.7463538341005,0.0,2479.2524631107235,0.0,2370.784013927082,0.0,2361.597224921707,0.0,4032.783973065804,0.0,3934.509444967671,0.0,3928.8979880377756,0.0
2024-04-25,1703.6005918090104,0.0,1647.3304435854125,0.0,1630.2125843370527,0.0,2468.4623618855435,0.0,2377.029871099593,0.0,2353.607884363525,0.0,4016.082441051916,0.0,3944.874954391053,0.0,3915.6064310722018,0.0
2024-04-26,1730.428740255969,0.0,1661.7354797064095,0.0,1641.0964445609802,0.0,2507.9680652825655,0.0,2397.8157439566216,0.0,2369.3213805550445,0.0,4060.9208778239004,0.0,3979.37080580453,0.0,3941.7483670976994,0.0
2024-04-29,1946.5753093220228,200.0,1881.4455335595505,200.0,1850.4073456691913,200.0,2621.9349810823574,100.0,2526.2565385478542,100.0,2482.763928152434,100.0,4086.7965410845686,0.0,4026.5706242123797,0.0,3964.1122137571306,0.0
2024-04-30,1932.9110482556848,0.0,1853.6653058519562,0.0,1819.5931024422819,0.0,2609.473536568794,0.0,2488.955441791743,0.0,2441.419252486213,0.0,4080.6604537201756,0.0,3967.116844219237,0.0,3898.0991176573098,0.0
2024-05-02,1929.536993517336,0.0,1902.3697009625218,0.0,1829.6482892323497,0.0,2608.9633821324387,0.0,2554.3518587538124,0.0,2454.9106899859844,0.0,4095.387098230732,0.0,4071.3514250902595,0.0,3919.640260400505,0.0
2024-05-03,1931.583990681443,0.0,1917.4865860304988,0.0,1850.3413568423057,0.0,2618.7385943371874,0.0,2574.6496186752506,0.0,2482.6753883617566,0.0,4097.2623640359025,0.0,4103.703786218222,0.0,3963.9708464440137,0.0
2024-05-06,2029.0772040435297,100.0,2014.822587026902,100.0,1965.0957780773315,100.0,2820.1379964092303,200.0,2771.0726111129916,200.0,2702.471972561891,200.0,4196.711918409448,100.0,4198.002435879092,100.0,4095.5791199204305,100.0
2024-05-07,2021.3107245570784,0.0,2001.701683918091,0.0,1965.5495696323178,0.0,2795.5792051743683,0.0,2753.026865809161,0.0,2703.096043394681,0.0,4160.062080538316,0.0,4170.664255551761,0.0,4096.524895306105,0.0
2024-05-08,2041.8641154524446,0.0,2005.3442934457842,0.0,1968.850949488434,0.0,2817.1499870309913,0.0,2758.0367041741674,0.0,2707.6362223678725,0.0,4195.879832625014,0.0,4178.253848684512,0.0,4103.4055077202565,0.0
2024-05-09,2014.4972602827054,0.0,2012.1803450460534,0.0,1980.8549171687403,0.0,2776.5773404813717,0.0,2767.438621484224,0.0,2724.144520119805,0.0,4140.590022591418,0.0,4192.497167900064,0.0,4128.423728173492,0.0
2024-05-10,2027.8710227220392,0.0,2009.2996037043715,0.0,1976.3729117045111,0.0,2795.526691380093,0.0,2763.4766133734183,0.0,2717.9807013975446,0.0,4159.7343099705995,0.0,4186.494972348263,0.0,4119.082500026015,0.0
2024-05-13,2150.942906066885,100.0,2127.2012546133024,100.0,2079.3456217447656,100.0,2923.7834039871213,100.0,2888.0975278136543,100.0,2822.0688815544436,100.0,4370.67838245163,200.0,4423.794124445244,200.0,4325.27811110323,200.0
2024-05-14,2177.4795337573214,0.0,2134.0433044709644,0.0,2084.4082899643904,0.0,2958.59504317413,0.0,2897.3869672760634,0.0,2828.9398886111007,0.0,4427.3986064033825,0.0,4438.023064886984,0.0,4335.809043433636,0.0
2024-05-15,2167.321053242505,0.0,2152.6553751838323,0.0,2106.120150790829,0.0,2946.769976752337,0.0,2922.6565440482427,0.0,2858.4070277716987,0.0,4411.246338949613,0.0,4476.729308071441,0.0,4380.972211789032,0.0
2024-05-16,2185.3957709163533,0.0,2142.201817320063,0.0,2087.262264494816,0.0,2969.631495178869,0.0,2908.463766304372,0.0,2832.81327677074,0.0,4430.980209000268,0.0,4454.989762855867,0.0,4341.745638791814,0.0
2024-05-17,2183.576554605318,0.0,2155.8947922880184,0.0,2094.4967316017596,0.0,2974.0692708821925,0.0,2927.054695144603,0.0,2842.6318294363637,0.0,4456.509413856861,0.0,4483.466100991738,0.0,4356.794162661983,0.0
2024-05-20,2180.689101133372,0.0,2146.500454141694,0.0,2095.4285614366463,0.0,3066.6623553366985,100.0,3014.300018210766,100.0,2943.8965003753538,100.0,4645.261130535364,200.0,4663.929342161499,200.0,4558.732475920712,200.0
2024-05-21,2214.7843632575396,0.0,2136.093797254024,0.0,2103.3999408567493,0.0,3099.9824395652827,0.0,2999.6860981505633,0.0,2955.0956013181767,0.0,4684.641026268558,0.0,4641.317694295989,0.0,4576.074697416153,0.0
2024-05-22,2220.136580479386,0.0,2130.306511103985,0.0,2098.4370231525345,0.0,3101.6149909963738,0.0,2991.5590946301145,0.0,2948.1231297531854,0.0,4684.122917604993,0.0,4628.743043480252,0.0,4565.277567640461,0.0
2024-05-23,2221.033311110187,0.0,2120.3873191732855,0.0,2088.8760282196513,0.0,3103.460647836474,0.0,2977.629714666718,0.0,2934.6907560416594,0.0,4701.568105080763,0.0,4607.190562460806,0.0,4544.477040767444,0.0
2024-05-24,2233.8456621634737,0.0,2128.780774760334,0.0,2105.1326387489903,0.0,3116.5606172780003,0.0,2989.416524811609,0.0,2957.5298924961494,0.0,4714.870645982628,0.0,4625.427914201883,0.0,4579.844287225936,0.0
2024-05-27,2336.7597699967787,100.0,2221.9216298459423,100.0,2198.349690497862,100.0,3308.6408222001364,200.0,3179.7843252933335,200.0,3148.0004349015494,200.0,4806.904122708094,100.0,4710.524322093787,100.0,4665.087570130456,100.0
2024-05-28,2330.3552272688057,0.0,2215.910441689082,0.0,2196.9979378036,0.0,3295.7896073312636,0.0,3171.1817348055233,0.0,3146.0647473774907,0.0,4785.908570157678,0.0,4697.780466668276,0.0,4662.219034374226,0.0
2024-05-29,2321.0327529767355,0.0,2184.9142935873583,0.0,2183.6282382106647,0.0,3283.9271383341093,0.0,3126.823254940882,0.0,3126.9195584591926,0.0,4773.3236105832375,0.0,4632.0679286727245,0.0,4633.847379192626,0.0
2024-05-30,2308.1394244388525,0.0,2188.8141455308064,0.0,2179.193478667753,0.0,3266.996713173213,0.0,3132.4043195086733,0.0,3120.569056066369,0.0,4746.019910670322,0.0,4640.335703370723,0.0,4624.436437107489,0.0
2024-05-31,2284.203107315837,0.0,2160.829218840867,0.0,2192.224931103916,0.0,3242.424059459516,0.0,3092.35518814515,0.0,3139.2298806448043,0.0,4707.660453169397,0.0,4581.007023162451,0.0,4652.090302661027,0.0
2024-06-03,2334.9990610604295,0.0,2180.0312918731115,0.0,2190.4459460008993,0.0,3401.039041929437,100.0,3219.8352081516628,100.0,3236.68240337029,100.0,4989.603428285807,200.0,4821.715854130213,200.0,4848.315142900319,200.0
2024-06-04,2200.3925387613995,0.0,2138.8653390944833,0.0,2181.971145327438,0.0,3228.338155195337,0.0,3159.0344367921607,0.0,3224.1597304132415,0.0,4735.525068957821,0.0,4730.666460526076,0.0,4829.557088398577,0.0
2024-06-05,2258.996278611901,0.0,2178.3770353603527,0.0,2213.081513016919,0.0,3316.4585393056705,0.0,3217.391925166253,0.0,3270.1295384547316,0.0,4875.756477095042,0.0,4818.0570282756935,0.0,4898.416521814628,0.0
2024-06-06,2300.8417888393096,0.0,2190.666089623441,0.0,2214.533214566193,0.0,3375.9018115584604,0.0,3235.5424580226786,0.0,3272.274625334441,0.0,4954.164414238736,0.0,4845.237522424329,0.0,4901.629706151436,0.0
2024-06-07,2306.164312297554,0.0,2161.9790988188342,0.0,2207.8000550118954,0.0,3387.2272977003236,0.0,3193.1727070228044,0.0,3262.325464485133,0.0,4966.961631509862,0.0,4781.788654105097,0.0,4886.726585859306,0.0
2024-06-10,2333.5066402635152,0.0,2198.150137535499,0.0,2238.362909329625,0.0,3432.8751943171897,0.0,3246.596153011631,0.0,3307.486246903693,0.0,5049.348468814592,0.0,4861.790474028815,0.0,4954.374157656013,0.0
2024-06-11,2322.118142736992,0.0,2193.7985184836216,0.0,2246.8008087041544,0.0,3416.810112398611,0.0,3240.1689534168677,0.0,3319.954393162591,0.0,5052.240066499714,0.0,4852.165717424727,0.0,4973.0505351244865,0.0
2024-06-12,2342.6959248737157,0.0,2220.747072907883,0.0,2270.301648487611,0.0,3459.0020052040227,0.0,3279.971090508888,0.0,3354.6800866819453,0.0,5099.947795324992,0.0,4911.769573845387,0.0,5025.067101705839,0.0
2024-06-13,2356.903677469975,0.0,2200.5748875261966,0.0,2259.5529840804547,0.0,3475.337322359971,0.0,3250.177429766748,0.0,3338.797470171872,0.0,5119.3910741078735,0.0,4867.153450017293,0.0,5001.276095812124,0.0
2024-06-14,2423.475153401474,0.0,2218.43049764395,0.0,2276.5745439200264,0.0,3567.874627322087,0.0,3276.5495843016365,0.0,3363.9491445655,0.0,5250.338017710206,0.0,4906.645854879043,0.0,5038.951477154745,0.0
2024-06-17,2431.3765658421476,0.0,2240.262520806672,0.0,2302.5546875011264,0.0,3576.428968745702,0.0,3308.7947713806334,0.0,3402.338347330126,0.0,5358.704427182153,100.0,5054.933149012784,100.0,5196.455714485474,100.0
2024-06-18,2432.3391181920097,0.0,2252.7146411208246,0.0,2300.128590208997,0.0,3571.487287546661,0.0,3327.1861474829466,0.0,3398.753457947835,0.0,5359.964621939256,0.0,5083.030139953311,0.0,5190.980445122268,0.0
2024-06-19,2427.388622491586,0.0,2252.3759072640532,0.0,2299.782726860746,0.0,3565.2450837510173,0.0,3326.68584861004,0.0,3398.2423977158774,0.0,5355.275049942257,0.0,5082.265820153562,0.0,5190.199893163087,0.0
2024-06-20,2448.829181791536,0.0,2246.767308749121,0.0,2291.5636344328823,0.0,3591.610653568616,0.0,3318.4021312918135,0.0,3386.0975685401063,0.0,5420.83644535015,0.0,5069.610566454802,0.0,5171.650865838568,0.0
2024-06-21,2440.4633515665832,0.0,2248.3326613059053,0.0,2298.1368580358735,0.0,3577.5439183578314,0.0,3320.7141060301083,0.0,3395.810402224983,0.0,5416.533101470409,0.0,5073.142631315812,0.0,5186.485460447664,0.0
2024-06-24,2440.6749172098525,0.0,2252.256285415013,0.0,2294.6639793546406,0.0,3572.005612779379,0.0,3326.509171035438,0.0,3390.678750682927,0.0,5393.251471501853,0.0,5081.995905157242,0.0,5178.647791980214,0.0
2024-06-25,2431.987031928555,0.0,2237.5641467856935,0.0,2293.8491738980397,0.0,3554.60300969116,0.0,3304.80936084552,0.0,3389.4747645775565,0.0,5366.834932138817,0.0,5048.844532093832,0.0,5176.808921227597,0.0
2024-06-26,2446.435429148036,0.0,2237.650335101863,0.0,2301.6672370874653,0.0,3567.274809139476,0.0,3304.936658181099,0.0,3401.027018400505,0.0,5383.310169834159,0.0,5049.039007594991,0.0,5194.452897006947,0.0
2024-06-27,2455.7746245289486,0.0,2245.4179432540036,0.0,2311.6655005851953,0.0,3575.7882055814066,0.0,3316.4091624082744,0.0,3415.8008153008327,0.0,5382.312211328782,0.0,5066.565855262229,0.0,5217.017196465172,0.0
2024-06-28,2463.5212773479766,0.0,2243.6849640757896,0.0,2296.470409494758,0.0,3592.026522521775,0.0,3313.8496086102123,0.0,3393.3479973986978,0.0,5422.860755238454,0.0,5062.655557333685,0.0,5182.724582979094,0.0
2024-07-01,2480.016659290767,0.0,2243.3416911197546,0.0,2295.454971084155,0.0,3606.253935380746,0.0,3313.3426056355447,0.0,3391.8475487611477,0.0,5447.710557260482,0.0,5061.880995500638,0.0,5180.432919393369,0.0
2024-07-02,2465.3064147442087,0.0,2249.7868843641318,0.0,2310.5059563597806,0.0,3586.7231539003374,0.0,3322.861946118844,0.0,3414.087430682882,0.0,5426.637862525553,0.0,5076.423943338316,0.0,5214.40031172881,0.0
2024-07-03,2473.572252258598,0.0,2280.4850981123277,0.0,2318.3741717803955,0.0,3608.9685375258314,0.0,3368.2022078950313,0.0,3425.7137912622543,0.0,5449.566085717448,0.0,5145.6914585737,0.0,5232.157472159007,0.0
2024-07-04,2495.5879195656503,0.0,2270.999283891273,0.0,2308.7307556902824,0.0,3637.064195352225,0.0,3354.1919692710276,0.0,3411.4643297659627,0.0,5485.646834274595,0.0,5124.287647053379,0.0,5210.394000081384,0.0
2024-07-05,2495.1477224244754,0.0,2276.7401173719686,0.0,2318.3100243914564,0.0,3638.6778050640937,0.0,3362.6709933264106,0.0,3425.619004752968,0.0,5475.657039078368,0.0,5137.241276012042,0.0,5232.0127029304485,0.0
2024-07-08,2498.3780600464906,0.0,2274.0364641670367,0.0,2317.6976275594598,0.0,3733.182141850518,100.0,3458.677785608556,100.0,3524.7141049750844,100.0,5583.726740738554,100.0,5231.140747131112,100.0,5330.63063238314,100.0
2024-07-09,2519.0830166358073,0.0,2282.377951308496,0.0,2318.897053630845,0.0,3753.77197599824,0.0,3471.364704543109,0.0,3526.53817121281,0.0,5605.746018600361,0.0,5250.329310711751,0.0,5333.3892740978235,0.0
2024-07-10,2524.8366412104133,0.0,2298.830262107451,0.0,2345.3432649373685,0.0,3761.4121982366287,0.0,3496.3877166095035,0.0,3566.757107844941,0.0,5606.260181045741,0.0,5288.175824943616,0.0,5394.214716737413,0.0
2024-07-11,2517.8982350606443,0.0,2308.441542812975,0.0,2321.1472026299125,0.0,3751.8012758575965,0.0,3511.005918028547,0.0,3529.9601585423907,0.0,5599.966476778151,0.0,5310.285392192442,0.0,5338.564545038788,0.0
2024-07-12,2473.906141054784,0.0,2309.402907568322,0.0,2327.311078290031,0.0,3724.8509622106494,0.0,3512.4680981543197,0.0,3539.3340730781756,0.0,5572.815464248307,0.0,5312.496893381537,0.0,5352.741262492062,0.0
2024-07-15,2576.7734840799044,100.0,2382.3338470494314,100.0,2430.9708736493,100.0,3833.716768208623,100.0,3571.297624518896,100.0,3644.899825992079,100.0,5586.949187236272,0.0,5250.227854296979,0.0,5361.158675108096,0.0
2024-07-16,2555.087181955633,0.0,2392.3365301151002,0.0,2441.7931600262386,0.0,3805.615218929972,0.0,3586.292398788456,0.0,3661.1263263420906,0.0,5556.086955974298,0.0,5272.271937377158,0.0,5385.025680312946,0.0
2024-07-17,2543.8872301859546,0.0,2353.2405635832347,0.0,2407.346929041757,0.0,3793.6617797137096,0.0,3527.6846043450164,0.0,3609.479034849477,0.0,5543.116965860612,0.0,5186.111581333656,0.0,5309.059443091021,0.0
2024-07-18,2473.0880197024626,0.0,2323.065053991684,0.0,2380.616375507712,0.0,3702.357797448108,0.0,3482.449245809343,0.0,3569.400319394259,0.0,5428.422547262113,0.0,5119.6102800272165,0.0,5250.109029277812,0.0
2024-07-19,2433.8097354027245,0.0,2308.613015154958,0.0,2373.1903969864557,0.0,3634.0263771103478,0.0,3460.7845525796433,0.0,3558.266106264295,0.0,5340.872934758891,0.0,5087.7606310177225,0.0,5233.732095435477,0.0
2024-07-22,2524.392171627577,100.0,2428.565970070794,100.0,2498.180283460516,100.0,3633.11647496749,0.0,3490.6955327646046,0.0,3595.734935631275,0.0,5349.381268412814,0.0,5131.733292449872,0.0,5288.843716933129,0.0
2024-07-23,2538.3979852616208,0.0,2409.2271277486093,0.0,2496.409349311,0.0,3651.515725351533,0.0,3462.898877728332,0.0,3593.1859563473236,0.0,5374.940825507078,0.0,5090.868937845044,0.0,5285.094510355933,0.0
2024-07-24,2553.027304141009,0.0,2382.81936367419,0.0,2448.629339415798,0.0,3679.467315526364,0.0,3424.9417189684277,0.0,3524.4141979828714,0.0,5412.683126511317,0.0,5035.0674468623165,0.0,5183.940479639144,0.0
2024-07-25,2552.059422578352,0.0,2375.6439547839864,0.0,2438.381579844039,0.0,3673.751695108034,0.0,3414.6281561220944,0.0,3509.664170793849,0.0,5423.2693207339535,0.0,5019.905295558797,0.0,5162.245168382961,0.0
2024-07-26,2559.8564315088456,0.0,2397.4052684898343,0.0,2463.0187828997105,0.0,3691.074745396292,0.0,3445.906746646806,0.0,3545.125523335149,0.0,5439.530751589332,0.0,5065.888505159847,0.0,5214.404060776145,0.0
2024-07-29,2572.053571330642,0.0,2388.9372776789837,0.0,2463.9043278486683,0.0,3704.088756737317,0.0,3433.7352931803534,0.0,3546.4001250647043,0.0,5439.3030107801305,0.0,5047.995035968671,0.0,5216.278828930535,0.0
2024-07-30,2578.8435752652435,0.0,2385.723724905763,0.0,2459.1904856355036,0.0,3713.0596999023032,0.0,3429.116298082823,0.0,3539.615295627394,0.0,5471.1669975063205,0.0,5041.204569513728,0.0,5206.299255023573,0.0
2024-07-31,2587.945641425352,0.0,2438.710002655749,0.0,2499.9478733233404,0.0,3731.1403724058873,0.0,3505.2760422771757,0.0,3598.279101344096,0.0,5480.159264895407,0.0,5153.16835757779,0.0,5292.585843392939,0.0
2024-08-01,2580.7900308091766,0.0,2394.388400783451,0.0,2462.7601241695284,0.0,3735.3198420780463,0.0,3441.570456525229,0.0,3544.753225051202,0.0,5480.800924532723,0.0,5059.513648294289,0.0,5213.856459944848,0.0
2024-08-02,2509.5082756825213,0.0,2368.290606000013,0.0,2425.043404104845,0.0,3667.4820200048653,0.0,3404.0588316452604,0.0,3490.4659788937133,0.0,5371.721377886031,0.0,5004.36714455497,0.0,5134.007203564878,0.0
2024-08-05,2456.7409767820764,100.0,2375.1227741856464,100.0,2427.8249281270946,100.0,3460.922630422233,0.0,3270.1441929985313,0.0,3350.5353770967135,0.0,5258.695620050489,200.0,5007.496863821679,200.0,5128.188060227271,200.0
2024-08-06,2449.351685842992,0.0,2379.881263527898,0.0,2441.2256602698917,0.0,3456.8835753022263,0.0,3276.6958317008066,0.0,3369.0291435142444,0.0,5245.1255817253605,0.0,5017.529238028535,0.0,5156.49383869459,0.0
2024-08-07,2569.1293106704125,0.0,2399.945512622579,0.0,2430.4050416208934,0.0,3609.084265111721,0.0,3304.3209247599816,0.0,3354.0960792864585,0.0,5455.411420425182,0.0,5059.830909970944,0.0,5133.637920742189,0.0
2024-08-08,2545.8580427839674,0.0,2454.087308449249,0.0,2486.1553508488714,0.0,3585.5561923457863,0.0,3378.8650624969478,0.0,3431.034651416748,0.0,5416.885908759588,0.0,5173.978639827429,0.0,5251.396852543522,0.0
2024-08-09,2623.4836207402295,0.0,2470.3853470335066,0.0,2499.9560314114183,0.0,3679.861891190382,0.0,3401.3047177488106,0.0,3450.080369218358,0.0,5544.587845242705,0.0,5208.339969685459,0.0,5280.547424507728,0.0
2024-08-12,2752.396470740167,100.0,2579.041142997226,100.0,2601.706947719682,100.0,3711.841172654955,0.0,3413.222291532441,0.0,3452.4967325093057,0.0,5801.323750125443,200.0,5426.5890773161445,200.0,5484.245808193665,200.0
2024-08-13,2751.9188122005744,0.0,2602.4145309074847,0.0,2639.067998549126,0.0,3704.4108476394294,0.0,3444.155713769829,0.0,3502.075300927561,0.0,5768.892984039681,0.0,5475.769282090341,0.0,5563.0007143066205,0.0
2024-08-14,2749.4490193192223,0.0,2574.0917938561947,0.0,2632.7722057635724,0.0,3687.3454980379065,0.0,3406.6720940442715,0.0,3493.720707402056,0.0,5740.359278500114,0.0,5416.1750968872275,0.0,5549.729551993859,0.0
2024-08-15,2742.4666592758554,0.0,2598.763282290054,0.0,2673.9527849541755,0.0,3682.4032238112036,0.0,3439.3234825327354,0.0,3548.367836365989,0.0,5726.740494269378,0.0,5468.086649372475,0.0,5636.535800100702,0.0
2024-08-16,2807.205415871882,0.0,2638.744760016794,0.0,2689.834726828017,0.0,3763.386160852464,0.0,3492.236818714229,0.0,3569.44336621127,0.0,5859.943046449904,0.0,5552.212120156838,0.0,5670.014003025875,0.0
2024-08-19,2918.56941394973,100.0,2751.645714661362,100.0,2802.6812651075743,100.0,3872.8474748039653,100.0,3609.310538571104,100.0,3686.4908786042784,100.0,5865.5266757223635,0.0,5579.357161929924,0.0,5697.09375302278,0.0
2024-08-20,2906.878357421147,0.0,2715.159659500415,0.0,2782.6063879620465,0.0,3861.6139598508603,0.0,3561.4520869173816,0.0,3660.0855030064754,0.0,5858.764291618499,0.0,5505.37644119682,0.0,5656.286951834812,0.0
2024-08-21,2890.1682737140154,0.0,2715.6186684588297,0.0,2781.7679035820734,0.0,3845.052568083022,0.0,3562.0541651072003,0.0,3658.982607341133,0.0,5840.137551258625,0.0,5506.307147830264,0.0,5654.5825396411665,0.0
2024-08-22,2886.6508407731403,0.0,2675.435319992845,0.0,2753.147527445665,0.0,3838.136996837261,0.0,3509.3460049248843,0.0,3621.3369581969932,0.0,5839.5047443151,0.0,5424.829633534203,0.0,5596.405047920703,0.0
2024-08-23,2909.238542770338,0.0,2729.454914614738,0.0,2791.9601100903546,0.0,3866.115431652015,0.0,3580.203052806912,0.0,3672.388868264702,0.0,5873.291212109757,0.0,5534.362125501578,0.0,5675.300541631171,0.0
2024-08-26,2903.137186139768,0.0,2689.299157032976,0.0,2767.686361408531,0.0,3853.4852519979386,0.0,3527.531083355352,0.0,3640.460530847553,0.0,5849.23701354472,0.0,5452.94055568873,0.0,5625.958569106744,0.0
2024-08-27,2902.283478707189,0.0,2698.6150685225875,0.0,2777.2547091082474,0.0,3853.7184055795046,0.0,3539.7506860958847,0.0,3653.046202631735,0.0,5856.912802281934,0.0,5471.829905146957,0.0,5645.4084346999025,0.0
2024-08-28,2905.3005820206017,0.0,2678.7021467528107,0.0,2757.8636266160984,0.0,3860.0036591449393,0.0,3513.6310741071575,0.0,3627.5402524462697,0.0,5858.890609145186,0.0,5431.453594308979,0.0,5605.99160328717,0.0
2024-08-29,2904.979392387958,0.0,2692.7022286016495,0.0,2771.243945706294,0.0,3864.002095190932,0.0,3531.9948637071902,0.0,3645.139979141174,0.0,5885.129444919787,0.0,5459.8407723947075,0.0,5633.190176757235,0.0
2024-08-30,2928.0384583294353,0.0,2709.1383744893324,0.0,2808.9341248437945,0.0,3903.6663679526096,0.0,3553.5540180161256,0.0,3694.715542132645,0.0,5935.572085393812,0.0,5493.167420438223,0.0,5709.804127400788,0.0
2024-09-02,2906.1028362693564,0.0,2717.873620825388,0.0,2817.9911489343003,0.0,3970.880482778858,100.0,3665.0119671589787,100.0,3806.628647312541,100.0,5903.841394227211,0.0,5510.879387842534,0.0,5728.214610251402,0.0
2024-09-03,2913.0425262217764,0.0,2658.536759260752,0.0,2754.360457666562,0.0,3980.0156676001243,0.0,3584.997095951685,0.0,3720.6743630630413,0.0,5908.166108184374,0.0,5390.565372933883,0.0,5598.870607337092,0.0
