,top 3,top 3 __aporte,EEM top 3,EEM top 3 __aporte,SPY top 3,SPY top 3 __aporte,top 5,top 5 __aporte,EEM top 5,EEM top 5 __aporte,SPY top 5,SPY top 5 __aporte,top 10,top 10 __aporte,EEM top 10,EEM top 10 __aporte,SPY top 10,SPY top 10 __aporte
2024-01-29,502.3442075642217,100.0,503.3071508607558,100.0,514.1706699373509,100.0,806.7443085913909,100.0,806.4186515120908,100.0,824.3093335627204,100.0,1628.1531583906112,200.0,1612.837303024182,200.0,1648.6186671254409,200.0
2024-01-30,508.3481189329674,0.0,499.7141757246171,0.0,514.2020955386434,0.0,809.7565762968461,0.0,800.6618444425981,0.0,824.3597145314781,0.0,1625.0183607584238,0.0,1601.3236888851964,0.0,1648.7194290629561,0.0
2024-01-31,506.95845920277543,0.0,496.58625522513427,0.0,505.3951603786958,0.0,809.6863634828399,0.0,795.6501663312973,0.0,810.2405916859236,0.0,1635.4753959868635,0.0,1591.3003326625949,0.0,1620.4811833718472,0.0
2024-02-01,517.6157120559318,0.0,503.20448282390885,0.0,513.8807856131042,0.0,820.7557437563444,0.0,806.2541527170986,0.0,823.8445961358284,0.0,1645.3462188728797,0.0,1612.5083054341974,0.0,1647.6891922716568,0.0
2024-02-02,513.8077278304086,0.0,498.512861826664,0.0,515.9131593666107,0.0,820.9554306659754,0.0,798.7370517350569,0.0,827.1028618290221,0.0,1643.1192627794464,0.0,1597.474103470114,0.0,1654.2057236580442,0.0
2024-02-05,508.67235749561814,0.0,503.538329448832,0.0,518.5457964226385,0.0,918.6466550833169,100.0,906.7890550021584,100.0,931.3234590432334,100.0,1841.8404083248151,200.0,1813.5781100043173,200.0,1862.6469180864667,200.0
2024-02-06,514.1439704971366,0.0,516.8203051228825,0.0,521.9013082710915,0.0,925.803283135689,0.0,930.7076913117658,0.0,937.3500567384053,0.0,1861.9532297133278,0.0,1861.415382623532,0.0,1874.7001134768107,0.0
2024-02-07,513.8013532094027,0.0,516.7339476019148,0.0,525.5023484449548,0.0,924.8327620890879,0.0,930.5521757328103,0.0,943.8176305072275,0.0,1855.5108652741133,0.0,1861.1043514656208,0.0,1887.635261014455,0.0
2024-02-08,514.4858651140185,0.0,512.9808608922099,0.0,524.829559812805,0.0,925.3178079471626,0.0,923.7934887534898,0.0,942.6092823913591,0.0,1845.917409960362,0.0,1847.58697750698,0.0,1885.2185647827182,0.0
2024-02-09,500.9381654050897,0.0,515.1215458250346,0.0,527.7888732732694,0.0,910.9315051978829,0.0,927.6485074358179,0.0,947.9242961614187,0.0,1828.9018818085374,0.0,1855.2970148716363,0.0,1895.8485923228375,0.0
2024-02-12,584.4567310625125,100.0,618.1489246517867,100.0,626.5337551011011,100.0,988.5994881355557,100.0,1033.100314825434,100.0,1045.6700671122665,100.0,1896.0021198146437,100.0,1966.2006296508684,100.0,1991.340134224533,100.0
2024-02-13,592.3258311794884,0.0,607.9872075542186,0.0,619.3923374745725,0.0,995.6557365306977,0.0,1016.1172340272616,0.0,1033.7512094481588,0.0,1906.0198346882325,0.0,1933.8783627039065,0.0,1968.642248565252,0.0
2024-02-14,598.6485745605764,0.0,620.3330799769232,0.0,628.7174472902957,0.0,1011.5620213668726,0.0,1036.7506512800305,0.0,1049.3145978968196,0.0,1942.6793315904015,0.0,1973.147964515129,0.0,1998.2806603521858,0.0
2024-02-15,611.2843951653683,0.0,621.9535558516097,0.0,631.6861086494982,0.0,1022.4124581320135,0.0,1039.4589211961334,0.0,1054.2692237209462,0.0,1952.859468712995,0.0,1978.3023545950562,0.0,2007.716088948603,0.0
2024-02-16,619.3831170425364,0.0,622.4950396911967,0.0,626.1052130367897,0.0,1031.3301732607226,0.0,1040.3638926404583,0.0,1044.9548405095488,0.0,1963.2071815785914,0.0,1980.0246998485748,0.0,1989.9780798979803,0.0
2024-02-19,618.6769809044407,0.0,621.857823731195,0.0,625.4643015291491,0.0,1038.783821656504,0.0,1039.298925959071,0.0,1043.885174312395,0.0,2177.062441285905,200.0,2177.9978510232945,200.0,2187.941042312599,200.0
2024-02-20,620.6830226929269,0.0,623.3395489463078,0.0,622.5711348739934,0.0,1046.04876052987,0.0,1041.7753045875386,0.0,1039.0565473695808,0.0,2178.318396922851,0.0,2183.1874525868143,0.0,2177.8204358262024,0.0
2024-02-21,620.3178056084782,0.0,622.2465756260499,0.0,620.9594163740328,0.0,1041.9824421036951,0.0,1039.9486394649061,0.0,1036.366627188428,0.0,2162.03015737989,0.0,2179.359417541015,0.0,2172.1824720829527,0.0
2024-02-22,636.7395102543467,0.0,628.1697690757154,0.0,633.3855756555212,0.0,1066.2356475596644,0.0,1049.8479578549986,0.0,1057.1055940900994,0.0,2193.2717075989594,0.0,2200.10483894162,0.0,2215.650506667521,0.0
2024-02-23,638.1255643164454,0.0,627.5548700822993,0.0,633.5138019427017,0.0,1066.4907677721328,0.0,1048.820289087247,0.0,1057.3196007405472,0.0,2190.8963262999455,0.0,2197.951213731566,0.0,2216.099055938422,0.0
2024-02-26,836.9762914220256,200.0,825.0972068710827,200.0,831.5215343124114,200.0,1169.9299859900095,100.0,1144.7128442046517,100.0,1153.994553032088,100.0,2390.4303055565015,200.0,2389.343482207901,200.0,2409.1298906240695,200.0
2024-02-27,830.5966559890179,0.0,824.3777042645228,0.0,830.6956130038357,0.0,1159.4995510685696,0.0,1143.714629850865,0.0,1152.84833053273,0.0,2376.372462136512,0.0,2387.2599230234814,0.0,2406.7369860152444,0.0
2024-02-28,825.5585212225444,0.0,814.0485802535429,0.0,830.0658191239872,0.0,1152.1329359104964,0.0,1129.384341460253,0.0,1151.974295794136,0.0,2353.1217443637115,0.0,2357.3485078265467,0.0,2404.9123125723254,0.0
2024-02-29,840.1044986370483,0.0,814.9063961633342,0.0,833.5105941432035,0.0,1168.680108498198,0.0,1130.574447161404,0.0,1156.754991716682,0.0,2365.577571681355,0.0,2359.832599198964,0.0,2414.892704086938,0.0
2024-03-01,846.6929247055925,0.0,827.475271544387,0.0,843.9713003331129,0.0,1172.110144860419,0.0,1148.0120932545954,0.0,1171.2724725826547,0.0,2378.8694690615,0.0,2396.229959680023,0.0,2445.200036993218,0.0
2024-03-04,953.1871446557628,100.0,922.7631322672478,100.0,940.1330398297143,100.0,1286.599819288106,100.0,1241.4746255364855,100.0,1265.945693261536,100.0,2497.5373236049736,100.0,2482.5843926179505,100.0,2534.0796177074017,100.0
2024-03-05,966.5346448508362,0.0,913.4870592376582,0.0,929.6674226665793,0.0,1295.9879229418273,0.0,1228.9947063804568,0.0,1251.8531101762796,0.0,2509.5670086324703,0.0,2457.628222044185,0.0,2505.8700920166198,0.0
2024-03-06,970.9403066167436,0.0,926.652595248528,0.0,934.3072238077169,0.0,1300.2356090672447,0.0,1246.7074631189305,0.0,1258.1008815271057,0.0,2512.645651106664,0.0,2493.0485298979766,0.0,2518.3764342084673,0.0
2024-03-07,976.6956918340294,0.0,928.6324758915995,0.0,939.8120363745817,0.0,1306.5631357037987,0.0,1249.3711711649216,0.0,1265.5134427987496,0.0,2522.609034436035,0.0,2498.375163149631,0.0,2533.2143696218623,0.0
2024-03-08,962.256338709505,0.0,923.4356804931314,0.0,929.853920941437,0.0,1290.0892531519028,0.0,1242.3794639805967,0.0,1252.1042413224625,0.0,2497.2999836541635,0.0,2484.3938035821257,0.0,2506.3727883979104,0.0
2024-03-11,1047.9064865631963,100.0,1026.0798189344946,100.0,1029.6646478408,100.0,1375.0690224756984,100.0,1345.9368566272801,100.0,1351.849373706444,100.0,2681.084692754702,200.0,2691.5075433891348,200.0,2705.862612618331,200.0
2024-03-12,1057.8345517996272,0.0,1038.467643297044,0.0,1041.846131170753,0.0,1383.6930573707355,0.0,1362.1863033811346,0.0,1367.842474610651,0.0,2680.6728757120663,0.0,2724.0020161413663,0.0,2737.8744141091106,0.0
2024-03-13,1042.4624780373763,0.0,1035.5430316267523,0.0,1040.5540498326784,0.0,1352.711322197106,0.0,1358.3500105647963,0.0,1366.146097687041,0.0,2621.415134108144,0.0,2716.3304741942216,0.0,2734.4789449216523,0.0
2024-03-14,1027.65747069615,0.0,1027.6791981725592,0.0,1035.886847182292,0.0,1344.0605755724655,0.0,1348.0348059529679,0.0,1360.0185152813358,0.0,2633.947142290973,0.0,2695.7028712813258,0.0,2722.2139718707895,0.0
2024-03-15,1003.7688479673417,0.0,1028.1633766721973,0.0,1035.5700992985865,0.0,1320.1827218909596,0.0,1348.669916083607,0.0,1359.6026561672952,0.0,2607.1812643161584,0.0,2696.972918757239,0.0,2721.381587989356,0.0
2024-03-18,1127.809923057667,100.0,1130.0072210320957,100.0,1141.8039473973552,100.0,1650.363651030068,300.0,1651.0885369706727,300.0,1667.787091425681,300.0,2743.447182016449,100.0,2801.809502531643,100.0,2837.763559088948,100.0
2024-03-19,1135.7909746692185,0.0,1125.3665843842375,0.0,1149.0611759255862,0.0,1651.7076507376482,0.0,1644.3079590850498,0.0,1678.3874331800591,0.0,2731.417508288184,0.0,2790.3032222037264,0.0,2855.8001920015754,0.0
2024-03-20,1130.7149476287887,0.0,1139.2184124623645,0.0,1160.8241921034871,0.0,1645.0952078485138,0.0,1664.5472939584988,0.0,1695.5691976874007,0.0,2724.105981302444,0.0,2824.6482978938475,0.0,2885.0352097388227,0.0
2024-03-21,1132.5874662273488,0.0,1132.8972727625141,0.0,1156.7905418131315,0.0,1655.5725965432675,0.0,1655.3112810333064,0.0,1689.6774069811986,0.0,2734.4386900153977,0.0,2808.9752747943185,0.0,2875.010243692619,0.0
2024-03-22,1133.6515430993825,0.0,1132.6647495316931,0.0,1162.5531848403416,0.0,1663.838300997599,0.0,1654.9715341415676,0.0,1698.0946678211023,0.0,2761.069839336816,0.0,2808.3987423743943,0.0,2889.3323332456725,0.0
