,top 3,top 3 __aporte,^KS11 top 3,^KS11 top 3 __aporte,SPY top 3,SPY top 3 __aporte,top 5,top 5 __aporte,^KS11 top 5,^KS11 top 5 __aporte,SPY top 5,SPY top 5 __aporte,top 10,top 10 __aporte,^KS11 top 10,^KS11 top 10 __aporte,SPY top 10,SPY top 10 __aporte
2024-04-12,753.464159534563,0.0,720.7996584110966,0.0,741.6996564480144,0.0,1061.9384334886088,0.0,1025.8651942401384,0.0,1066.2554935655505,0.0,2292.252356135085,0.0,2324.906260988066,0.0,2429.505312750247,0.0
2024-04-15,865.7217061411043,100.0,816.7751398212857,100.0,837.7184806476226,100.0,1178.234280804513,100.0,1120.1373702925516,100.0,1160.5322192844935,100.0,2309.967997308415,0.0,2311.9253607368923,0.0,2416.4646059439847,0.0
2024-04-16,867.8399402608592,0.0,795.3259768622462,0.0,838.0697032852917,0.0,1178.4090593949286,0.0,1090.721674563649,0.0,1161.018785113675,0.0,2288.6657048125358,0.0,2251.212367167534,0.0,2417.4777351661996,0.0
2024-04-17,857.7255025702163,0.0,788.0751327930681,0.0,833.4461397471172,0.0,1163.8694159623972,0.0,1080.7777609795164,0.0,1154.6135373151399,0.0,2264.725405919692,0.0,2230.6884683941826,0.0,2404.1407038108755,0.0
2024-04-18,866.9112861256078,0.0,804.3942909383868,0.0,827.9942237521001,0.0,1171.6280184956315,0.0,1103.1580930918349,0.0,1147.060732506347,0.0,2284.203118826734,0.0,2276.8807112069276,0.0,2388.414224879249,0.0
2024-04-19,858.964324032038,0.0,793.2698418857663,0.0,822.7113548285781,0.0,1165.1108794883535,0.0,1087.9018609904485,0.0,1139.7421168405397,0.0,2266.0494967462696,0.0,2245.3923680448106,0.0,2373.175375472867,0.0
2024-04-22,873.8097521112006,0.0,806.9091550618,0.0,829.1919646288841,0.0,1189.9255494672145,0.0,1106.6070145250455,0.0,1148.7200212888833,0.0,2301.8329676842804,0.0,2283.999167514252,0.0,2391.8692023003073,0.0
2024-04-23,880.1989378631562,0.0,802.3890037973663,0.0,839.3625701047393,0.0,1197.2400493938176,0.0,1100.4080129837214,0.0,1162.8098564984832,0.0,2309.9267720852486,0.0,2271.2046395797975,0.0,2421.207110823496,0.0
2024-04-24,880.2272536700915,0.0,819.6431063715754,0.0,835.0222790138235,0.0,1198.0490597025246,0.0,1124.0705415573275,0.0,1156.797039820275,0.0,2326.6332653806166,0.0,2320.0432921945157,0.0,2408.687201041174,0.0
2024-04-25,876.7221888236221,0.0,801.7455505031613,0.0,832.1973784379297,0.0,1194.6465718167822,0.0,1099.5255717269579,0.0,1152.8835674422207,0.0,2302.788682167718,0.0,2269.3833108972817,0.0,2400.53855395429,0.0
2024-04-26,894.6564178846902,0.0,811.0560690119561,0.0,837.7534145234448,0.0,1215.2004149282468,0.0,1112.2941529557934,0.0,1160.580614884415,0.0,2324.5376990334657,0.0,2295.737227431522,0.0,2416.565375446416,0.0
2024-04-29,899.7605920072384,0.0,819.0796128259724,0.0,842.5064802080033,0.0,1221.9090756317175,0.0,1123.297758269033,0.0,1167.1652683148145,0.0,2347.743215435284,0.0,2318.448293822043,0.0,2430.27596589153,0.0
