,top 3,top 3 __aporte,SPY top 3,SPY top 3 __aporte,top 5,top 5 __aporte,SPY top 5,SPY top 5 __aporte,top 10,top 10 __aporte,SPY top 10,SPY top 10 __aporte
2024-03-13,1774.6961438107376,0.0,1761.2607543123422,0.0,2740.6769267073696,0.0,2701.657155498401,0.0,4364.752220497644,0.0,4276.759762778306,0.0
2024-03-14,1771.5684889725305,0.0,1753.3609620220045,0.0,2729.075981100941,0.0,2689.5393981953516,0.0,4332.525947924854,0.0,4257.577189318413,0.0
2024-03-15,1775.3124757300188,0.0,1752.8248287796498,0.0,2743.9932722962044,0.0,2688.717005368531,0.0,4348.995115329158,0.0,4256.275330367217,0.0
2024-03-18,1792.5658533674653,0.0,1763.3763537162654,0.0,2755.806530615415,0.0,2704.902344635661,0.0,4653.451173281779,300.0,4581.896941008561,300.0
2024-03-19,1803.9425756158284,0.0,1774.5842543452377,0.0,2779.4425253487593,0.0,2722.0945206710608,0.0,4678.177223852716,0.0,4611.019167525204,0.0
2024-03-20,1822.7328643589622,0.0,1792.7507921504127,0.0,2812.8321822119324,0.0,2749.9607845004307,0.0,4729.270729026987,0.0,4658.222479411987,0.0
2024-03-21,1841.404181548599,0.0,1786.521313300399,0.0,2836.5764179664643,0.0,2740.405177206645,0.0,4766.15674500731,0.0,4642.036014153563,0.0
2024-03-22,1852.80225478804,0.0,1795.42100967319,0.0,2847.4748632359124,0.0,2754.0567210387794,0.0,4786.830067578903,0.0,4665.160681500075,0.0
2024-03-25,1861.1447844089912,0.0,1799.5433133876409,0.0,2859.7804047476025,0.0,2760.3800614641063,0.0,5099.541862962595,300.0,4975.871934795123,300.0
2024-03-26,1847.3058294392408,0.0,1791.1336960036674,0.0,2846.3107427885457,0.0,2747.4802662890947,0.0,5078.759180213422,0.0,4952.618713373903,0.0
2024-03-27,1845.8010748234076,0.0,1807.1647731122775,0.0,2849.8558627053317,0.0,2772.070875075886,0.0,5090.339340403919,0.0,4996.945841304548,0.0
2024-03-28,1847.8582021129148,0.0,1809.9899927950407,0.0,2849.1734397837126,0.0,2776.404574644847,0.0,5096.617564741979,0.0,5004.757785159696,0.0
2024-04-01,1855.3699566512882,0.0,1810.2991286594338,0.0,2853.7788138582573,0.0,2776.8787685528264,0.0,5100.049451990206,0.0,5005.61256895969,0.0
2024-04-02,1846.809343766173,0.0,1808.0883791921724,0.0,2836.8588073171177,0.0,2773.487625530638,0.0,5064.540981864748,0.0,4999.499681235804,0.0
