,top 3,top 3 __aporte,SPY top 3,SPY top 3 __aporte,top 5,top 5 __aporte,SPY top 5,SPY top 5 __aporte,top 10,top 10 __aporte,SPY top 10,SPY top 10 __aporte
2024-02-06,811.2513403200394,0.0,827.9721188216324,0.0,1418.3962491728414,0.0,1444.243806678046,0.0,2226.411184300167,0.0,2285.8544391306036,0.0
2024-02-07,819.6099960317457,0.0,833.6850013445609,0.0,1437.381436833295,0.0,1454.2088707357113,0.0,2252.151329909356,0.0,2301.626489394631,0.0
2024-02-08,809.6544962307078,0.0,832.6176535137507,0.0,1431.6872408018346,0.0,1452.34708039377,0.0,2246.033650239341,0.0,2298.679769666162,0.0
2024-02-09,813.9853269096468,0.0,837.3124664933061,0.0,1439.8561663802748,0.0,1460.5363109428429,0.0,2264.2547102829194,0.0,2311.641147043794,0.0
2024-02-12,1009.5341139962951,200.0,1035.3212799683588,200.0,1728.4371456140927,300.0,1757.063055332873,300.0,2652.176447432752,400.0,2706.1439057071343,400.0
2024-02-13,1005.9892205149653,0.0,1023.5203808504924,0.0,1720.2001128766917,0.0,1737.035529326311,0.0,2632.4535149600133,0.0,2675.2984745858357,0.0
2024-02-14,1020.4872954089388,0.0,1038.929741561955,0.0,1745.5968266292869,0.0,1763.1870428093878,0.0,2681.222244674669,0.0,2715.5757763152483,0.0
2024-02-15,1022.9609755245458,0.0,1043.8353324470083,0.0,1750.6664244626409,0.0,1771.5124126008482,0.0,2700.041481922333,0.0,2728.398109956343,0.0
2024-02-16,1007.0757048632738,0.0,1034.6131318200257,0.0,1724.563917783775,0.0,1755.8612439017618,0.0,2667.6913703358778,0.0,2704.2929336146763,0.0
2024-02-20,1206.6324541493036,200.0,1228.7732129054828,200.0,2126.084744803722,400.0,2145.95020858411,400.0,3355.4229090665112,700.0,3389.0284342885375,700.0
2024-02-21,1173.2870951161065,0.0,1225.5921522867686,0.0,2085.353660900805,0.0,2140.394750810004,0.0,3297.070346170616,0.0,3380.2548829327698,0.0
2024-02-22,1195.680461706097,0.0,1250.1177539555324,0.0,2129.6649705089635,0.0,2183.226674116899,0.0,3395.833960939023,0.0,3447.8979276789514,0.0
2024-02-23,1204.0906187319295,0.0,1250.3708351185542,0.0,2130.7070990041198,0.0,2183.6686593171553,0.0,3393.4473893625386,0.0,3448.5959403379643,0.0
2024-02-26,1513.0798326852196,300.0,1546.4386818915423,300.0,2544.258664394474,400.0,2576.801480777562,400.0,3918.9676823669406,500.0,3937.7508316113403,500.0
2024-02-27,1521.219379610255,0.0,1544.9026583406473,0.0,2551.1047946107306,0.0,2574.2420338322663,0.0,3924.777011489428,0.0,3933.8396011915784,0.0
2024-02-28,1525.877025457476,0.0,1543.7313866691065,0.0,2569.4858904378602,0.0,2572.2903660338848,0.0,3943.4323699974443,0.0,3930.857151222718,0.0
2024-02-29,1535.5511770839757,0.0,1550.1378754012774,0.0,2588.29033685959,0.0,2582.9653768474077,0.0,3978.246197679482,0.0,3947.170217255157,0.0
2024-03-01,1556.5639909925926,0.0,1569.5923814175947,0.0,2620.460438599337,0.0,2615.3820516872565,0.0,4036.677834459261,0.0,3996.707905455402,0.0
2024-03-04,1759.3275955403901,200.0,1762.454100244227,200.0,2719.941558102989,100.0,2703.4876689916287,100.0,4257.31395142136,200.0,4178.531450768997,200.0
2024-03-05,1749.6986186477168,0.0,1742.83435591092,0.0,2693.1692212323323,0.0,2673.392282753477,0.0,4211.707810620911,0.0,4132.015789032666,0.0
2024-03-06,1765.1045696704896,0.0,1751.5325254242443,0.0,2721.0174970207067,0.0,2686.734697752434,0.0,4251.138613332298,0.0,4152.637928849249,0.0
2024-03-07,1779.093835647032,0.0,1761.8523196113565,0.0,2747.081869738672,0.0,2702.5645774227883,0.0,4279.229815843861,0.0,4177.104713300734,0.0
2024-03-08,1754.1101356916938,0.0,1743.1839815865274,0.0,2711.4236445135,0.0,2673.928585345775,0.0,4224.23677924876,0.0,4132.844702467246,0.0
2024-03-11,1734.8072371125882,0.0,1742.8291539843153,0.0,2687.6370454305616,0.0,2673.38430334316,0.0,4276.767182379116,100.0,4232.003455994365,100.0
2024-03-12,1774.7273094722552,0.0,1763.44775474014,0.0,2737.395057797038,0.0,2705.011869069558,0.0,4355.842669998217,0.0,4282.070319666536,0.0
