symbol,entrada,invertido,valor,ret_%,estado
CVSA,2024-08-05,100.0,124.7176097486806,24.7176097486806,trailing 15% 2025-03-07
NFLX,2024-10-21,100.0,116.28133914587944,16.281339145879436,trailing 15% 2025-03-07
META,2024-10-28,100.0,108.38954251758956,8.389542517589565,trailing 15% 2025-03-07
BKNG,2024-11-04,100.0,93.65248127109894,-6.347518728901069,trailing 15% 2025-03-10
FTNT,2024-11-11,100.0,97.5011534364137,-2.498846563586299,trailing 15% 2025-03-10
LYV,2024-11-25,100.0,90.56736728849461,-9.432632711505395,trailing 15% 2025-03-06
LRN,2025-01-13,100.0,104.00049457853598,4.000494578535974,trailing 15% 2025-03-10
SPOT,2025-02-10,100.0,81.40003118824642,-18.599968811753588,trailing 15% 2025-03-06
BROS,2025-02-18,100.0,84.76312187704278,-15.23687812295722,trailing 15% 2025-03-04
APP,2025-03-03,100.0,74.2468533321185,-25.7531466678815,trailing 15% 2025-03-06
TSCDY,2024-09-09,100.0,90.4136279097221,-9.586372090277905,trailing 15% 2025-03-17
EXPE,2024-12-30,100.0,84.6621530749375,-15.337846925062493,trailing 15% 2025-03-11
EMBJ,2025-03-03,100.0,92.15072450190142,-7.8492754980985735,trailing 15% 2025-03-27
ABBNY,2024-04-22,100.0,95.15032585710598,-4.8496741428940116,trailing 15% 2025-04-04
IDCC,2025-02-10,100.0,86.2725906421923,-13.727409357807696,trailing 15% 2025-04-04
DASH,2025-03-10,100.0,90.21372886720843,-9.786271132791569,trailing 15% 2025-04-04
SPOT,2025-03-17,100.0,83.00065484876527,-16.999345151234735,trailing 15% 2025-04-04
AGI,2025-03-17,100.0,95.7107769140602,-4.289223085939797,trailing 15% 2025-05-01
PPC,2025-04-07,100.0,90.69302132946389,-9.306978670536115,trailing 15% 2025-05-02
AEM,2025-03-17,100.0,96.81768620531955,-3.182313794680458,trailing 15% 2025-05-14
DAVE,2025-05-12,100.0,114.27065273984392,14.270652739843914,trailing 15% 2025-06-18
AGX,2025-05-27,100.0,97.15421840614593,-2.8457815938540687,trailing 15% 2025-06-18
LRN,2025-03-10,100.0,104.4093024548355,4.409302454835506,trailing 15% 2025-07-08
DAVE,2025-06-23,100.0,104.9993161231963,4.999316123196285,trailing 15% 2025-07-10
HURN,2025-03-10,100.0,84.44521308209048,-15.554786917909524,trailing 15% 2025-07-18
CVSA,2025-03-31,100.0,105.43984748357781,5.439847483577798,trailing 15% 2025-07-22
SFM,2025-04-14,100.0,93.83970814464486,-6.160291855355138,trailing 15% 2025-07-31
SPOT,2025-04-21,100.0,109.0367165740256,9.036716574025604,trailing 15% 2025-07-29
DAVE,2025-07-14,100.0,92.43327703078057,-7.56672296921943,trailing 15% 2025-08-06
NRG,2025-05-19,100.0,87.10462702679241,-12.895372973207586,trailing 15% 2025-08-21
SRAD,2024-11-25,100.0,136.14828049804862,36.148280498048614,trailing 15% 2025-09-30
MELI,2025-06-30,100.0,83.23108599092097,-16.768914009079026,trailing 15% 2025-10-01
MLCO,2025-08-25,100.0,88.80639069043367,-11.193609309566321,trailing 15% 2025-10-03
RSI,2025-09-02,100.0,87.40287881904152,-12.597121180958482,trailing 15% 2025-10-06
APP,2025-09-08,100.0,107.31106253963837,7.31106253963838,trailing 15% 2025-10-06
YOU,2025-09-15,100.0,83.85693292663588,-16.143067073364126,trailing 15% 2025-10-01
LTM,2025-09-08,100.0,85.32413685560276,-14.675863144397239,trailing 15% 2025-10-10
KGC,2025-03-31,100.0,170.672698675996,70.67269867599599,trailing 15% 2025-10-21
NEM,2025-06-23,100.0,139.25930856652639,39.2593085665264,trailing 15% 2025-10-24
EME,2025-07-28,100.0,103.98224243179301,3.982242431793015,trailing 15% 2025-10-30
PRIM,2025-08-11,100.0,105.25997181200702,5.259971812007014,trailing 15% 2025-11-13
VRT,2025-10-27,100.0,85.12063477013152,-14.87936522986848,trailing 15% 2025-11-13
