,top 3,SPY top 3,top 5,SPY top 5,top 10,SPY top 10
2024-03-11,1853.18959342502,1849.5027483360698,2675.126743795391,2680.0360934830032,4599.960122518654,4543.789040407114
2024-03-12,1895.0581871025838,1871.3830132143355,2722.539346185635,2711.7418585387604,4683.543818923622,4597.543655178308
2024-03-13,1894.6992090701012,1869.0624942727186,2726.158033837199,2708.3792928303615,4691.846267752566,4591.842691205984
2024-03-14,1892.6150804665865,1860.6790646647503,2714.98310347892,2696.231220081217,4656.658301129322,4571.246595521357
2024-03-15,1896.7117746492854,1860.1101154876033,2731.998787353331,2695.4067799275144,4677.515105583348,4569.848822504802
2024-03-18,1913.737225156647,1871.3076978286258,2743.899726424265,2711.6327222034515,4983.6820182809615,4897.358623161204
2024-03-19,1931.974300656956,1883.201602132035,2769.2626754158227,2728.8676751410703,5014.587000187176,4928.48590109147
2024-03-20,1953.6085112710368,1902.479947379681,2808.3120502120028,2756.8031086692454,5077.481346252687,4978.938838600566
2024-03-21,1973.9088787390217,1895.8695212754728,2837.125513204669,2747.2242201985364,5121.967031003269,4961.638836403289
2024-03-22,1985.822400298299,1905.3140595627513,2848.1001479692836,2760.909900589636,5145.645434507979,4986.355931874361
2024-03-25,1993.7066822848624,1909.688449738652,2861.2389840004466,2767.248644108098,5260.4068390507855,5097.80405313944
2024-03-26,1980.8136337733108,1900.7638733968174,2846.6665903942344,2754.316418548184,5236.938675010378,5073.980407217414
2024-03-27,1980.7675852897194,1917.7762818301171,2850.377556693837,2778.9683790166596,5249.323679941593,5119.394058159695
2024-03-28,1981.038104709105,1920.7741951670914,2851.7904622576393,2783.312528251071,5257.6334610925005,5127.396816286175
2024-04-01,1987.794036392636,1921.1023674418905,2855.608937269379,2783.788068794135,5261.936223924654,5128.272853397269
2024-04-02,1981.2496786145316,1918.7561884109232,2837.125212301691,2780.3883201371395,5222.258047872743,5122.009862711488
2024-04-03,2006.6294385934273,1915.275057021069,2877.656942176354,2775.3439600898996,5277.572676792818,5112.717181640322
2024-04-04,1963.0468861967354,1879.713627834179,2819.590975719984,2723.81339932569,5161.31626326919,5017.787981084511
2024-04-05,2007.5235374441297,1899.577325567965,2882.231723874001,2752.597042347836,5251.570991772837,5070.812985677007
2024-04-08,2006.046235039844,1901.793545999708,2984.15388424053,2855.808473503334,5241.501888161483,5076.729059317781
2024-04-09,1967.408666034402,1898.1781881042675,2937.8037949225086,2850.379508969164,5164.401270456985,5067.078068269767
