,top 3,SPY top 3,top 5,SPY top 5,top 10,SPY top 10
2024-04-10,1960.6369941123187,1879.9266173792228,2917.6245139028365,2822.972227857623,5122.567259093088,5018.356544488739
2024-04-11,1997.6352929580553,1914.8472743563862,2975.8047446786913,2875.4104687515705,5231.437360216747,5111.575240292675
2024-04-12,1967.8667977160374,1891.0338224288123,2929.464443263806,2839.6512466524227,5145.290502705647,5048.006592866315
2024-04-15,1951.2995539305823,1880.8832052622258,3002.186631348439,2924.4086780904454,5108.691022143193,5020.910101110933
2024-04-16,1962.571000171926,1881.6717861229333,3006.072154144112,2925.634768421826,5129.313391095149,5023.015172599685
2024-04-17,1947.9818300892384,1871.290870510331,2985.7244592940606,2909.494457519435,5087.597103656496,4995.303912319263
2024-04-18,1918.6765306207842,1859.049866376943,2949.212690106463,2890.4620696411935,5029.762907106286,4962.627252158166
2024-04-19,1896.7570885110758,1847.1884145807185,2925.089342782733,2872.0198120514697,4962.981491958573,4930.963785244918
2024-04-22,1907.3027641062617,1861.7388545318909,3046.2374243548757,2994.6429248232753,5097.200230432407,5069.805352186479
2024-04-23,1953.4543164933345,1884.5744720383893,3129.521889706768,3031.3744568710395,5229.363794041884,5131.9903012587465
2024-04-24,1954.5262720521512,1874.8293395859093,3100.527783777406,3015.699223000701,5163.498486416905,5105.452785245111
2024-04-25,1954.1105125479648,1868.4870946029932,3098.258296303814,3005.4975993845023,5173.425113271226,5088.181862698162
2024-04-26,1964.6861922338248,1880.9616403712114,3115.146556847178,3025.5631473179537,5223.897937155635,5122.151996988402
2024-04-29,1988.1620797353014,1891.6333209612344,3147.9404968209606,3042.7287517726786,5370.673794316061,5251.212648132048
2024-04-30,1955.1983190951555,1860.132669015838,3086.656842902186,2992.0593443818548,5275.0281554906815,5163.766196387365
2024-05-01,1952.1486919683869,1862.635848286186,3089.1666599988757,2996.085756611081,5268.6184319778795,5170.715073053546
2024-05-02,1971.405873022657,1870.4118800197468,3124.395496378467,3008.5936539230074,5339.824217229782,5192.301495611803
2024-05-03,1993.3116875435799,1891.5659781704642,3158.999801066027,3042.6204295923535,5414.2834033066365,5251.025703172508
2024-05-06,2033.6130203529656,1906.6490043851925,3316.863031026099,3166.8817687317883,5612.715246820067,5392.8964913179825
2024-05-07,2018.753993971177,1907.0894147700596,3288.1287684583353,3167.6132760073215,5597.118359031643,5394.142178182125
2024-05-08,2030.1908550361754,1910.2926036771255,3312.672241036472,3172.933668239064,5626.697287365088,5403.2022968396295
2024-05-09,2062.492557228998,1921.939660388751,3359.7924212933694,3192.2790493105667,5689.692062051228,5436.145628900143
2024-05-10,2055.4275431642163,1917.5907293213377,3339.8361829226046,3185.055616744223,5674.604454067804,5423.844814728002
2024-05-13,2132.5340223019757,2020.474908136139,3410.997594764895,3289.8461436242883,5842.048544304037,5632.002623414815
2024-05-14,2143.6165387993224,2025.3946064306804,3430.3603444908354,3297.8566615460486,5878.880767349243,5645.716109085779
2024-05-15,2191.2644153679576,2046.491639362186,3494.2244686616946,3332.2079876388107,5990.189523493414,5704.523345116299
2024-05-16,2129.275599920208,2028.1678983408735,3405.8094016260875,3302.3722849072465,5851.76654853211,5653.446562580057
2024-05-17,2126.4281127077,2035.1970616781769,3405.481506596326,3313.8175475061594,5860.036179654522,5673.040107739508
2024-05-20,2233.7148147523067,2136.102750477279,3618.297535614956,3515.2922388230636,5994.824179048459,5775.564683358835
2024-05-21,2244.0547600837526,2144.2291146214898,3633.586330636005,3528.665446080818,6000.673818607122,5797.53663285655
2024-05-22,2235.4029002858697,2139.1698622675026,3615.0504556329843,3520.339652515764,5965.624555926742,5783.8574972375545
2024-05-23,2252.534495198015,2129.423026584511,3642.050092172043,3504.2997050825943,5974.186024380806,5757.504139501082
2024-05-24,2316.629707203858,2145.995192824982,3726.451949462491,3531.5718048692725,6092.872940778126,5802.311730354954
2024-05-28,2305.0938248685848,2137.7652728742055,3691.1200050208604,3518.028180283501,6035.848267810467,5780.059788118583
2024-05-29,2288.8858254106312,2124.755776970395,3656.7292754500645,3496.6190135327683,6023.428871616477,5744.884895396985
2024-05-30,2303.7879529978445,2120.4408349273167,3684.9283429225266,3489.518099369526,6055.777787561362,5733.218215566543
2024-05-31,2273.4487944044618,2133.1206963759028,3666.0267802987373,3510.3848009032454,6009.986662640211,5767.5018472673
2024-06-03,2341.063501408368,2231.3901806680065,3724.375749296402,3607.53696578119,5955.665572703183,5762.822903146148
2024-06-04,2291.8628122299315,2222.756176063516,3656.0331990112318,3593.5781830262617,5855.686103479644,5740.524588888203
2024-06-05,2361.2750204008757,2254.4485882941904,3753.0205109558765,3644.815994166358,5999.786523118623,5822.373904458913
2024-06-06,2319.8024397179774,2255.927425150914,3701.3230499480046,3647.206861829581,5942.41705303517,5826.193171470922
2024-06-07,2296.121795515706,2249.068672898473,3666.963766104621,3636.1181681066346,5887.642803200154,5808.479651482435
2024-06-10,2451.9371071345686,2380.2022794209306,3740.338259279669,3686.452545922274,6101.540016444979,5988.8857867606
2024-06-11,2449.580284386979,2389.1751466143805,3732.630757928772,3700.34970474592,6085.772707618847,6011.462639688586
2024-06-12,2483.146086068366,2414.164898300439,3799.9753750729387,3739.053782345345,6185.703650847367,6074.339971578093
2024-06-13,2472.4404704905305,2402.735674171851,3764.764819514127,3721.352222796801,6149.1533108662625,6045.582618251781
2024-06-14,2463.5513457699676,2420.835571483404,3740.8301886665126,3749.3853076745027,6121.549869023189,6091.12421725292
2024-06-17,2572.9641821915884,2548.4614529388614,3874.7464942398756,3892.172217806189,6488.491232202502,6460.634380412486
2024-06-18,2594.288597691723,2545.7762563354363,3902.649253672001,3888.0712149806814,6517.630109995379,6453.827107155812
2024-06-20,2563.616956757599,2536.2977468500594,3862.7175733614854,3873.5950331876816,6453.38148584216,6429.798027106094
2024-06-21,2554.728336738973,2543.572101917264,3862.8013758609577,3884.704890337917,6465.394031279752,6448.239329558722
2024-06-24,2657.6203723936305,2639.7283275658037,3869.798746723915,3878.8344339788387,6579.130942324222,6538.494932327618
2024-06-25,2663.794343041205,2638.7916006171704,3865.4538404928135,3877.4580011445755,6569.441918136671,6536.174699467799
2024-06-26,2643.5575944404777,2647.785017970366,3845.1371123267945,3890.6729886659946,6549.37380311766,6558.451012213361
2024-06-27,2666.527152078853,2659.2867901937516,3888.7252931614266,3907.573769585746,6608.582757461613,6586.940413418046
2024-06-28,2629.1422432605386,2641.8064038128728,3847.236551269738,3881.8879730947365,6556.7361055752435,6543.642238915407
2024-07-01,2612.6107929076165,2640.637965051645,3822.351262775978,3880.1710613755577,6617.911180143143,6640.748065738855
2024-07-02,2608.6636330825227,2657.951969738507,3819.5636103899283,3905.6123754941973,6622.1183910516165,6684.289794918011
2024-07-03,2650.8125663463666,2667.0045933103065,3871.205826017074,3918.9143610286415,6687.2043451410555,6707.055578516488
2024-07-05,2611.14701993171,2666.9304974605016,3817.1278271624315,3918.805484092087,6614.158122586736,6706.869240261191
2024-07-08,2722.8313256320093,2766.22631024252,3936.3915185705714,4017.7707466910642,6741.764993802042,6805.098331121954
2024-07-09,2715.9954561704944,2767.6575418867114,3921.4644788451697,4019.84952116099,6722.886218976689,6808.6192549296975
2024-07-10,2743.3248588419183,2799.22170988728,3956.216139912943,4065.6945015108477,6777.45437228257,6886.269180457696
2024-07-11,2746.899266092978,2770.343769120617,3961.807415200493,4023.7510982515523,6793.502928136506,6815.227550280942
2024-07-12,2753.6071523916244,2777.700185839657,3966.8018624549454,4034.435833547717,6811.721000674314,6833.324818372282
2024-07-15,2735.236926686289,2782.0682363178166,4053.4167541162265,4140.780153738093,6798.832023149298,6844.070509319229
2024-07-16,2781.5485639763133,2794.453858233182,4128.306092088551,4159.214689868209,6913.815564136827,6874.539952370247
2024-07-17,2651.2622060828767,2755.0317451897827,3955.461811216773,4100.53952828246,6664.485934795143,6777.558966148112
2024-07-18,2627.1252311242733,2724.4412036262966,3912.3051757000994,4055.009118300196,6588.073223422803,6702.30422557573
2024-07-19,2636.97378471526,2715.941789474275,3923.0178607704706,4042.358743668956,6598.009928995571,6681.395108759338
2024-07-22,2795.1444333391255,2844.542118822865,4194.387131038004,4284.926957708795,6809.588506297288,6851.753796621926
2024-07-23,2799.6730883974396,2842.525332651778,4212.057069530582,4281.888935745528,6841.910364455161,6846.895889188149
2024-07-24,2707.0579342162487,2788.1198799339813,4089.620739628391,4199.934307809376,6668.178255621086,6715.8474632395955
2024-07-25,2689.9629197212976,2776.4522816000194,4086.570229224111,4182.358612128132,6644.31018074308,6687.743287649021
2024-07-26,2734.492450204241,2804.5046753874453,4150.844086203549,4224.615837842107,6738.564968985599,6755.314125980242
2024-07-29,2838.305873140063,2905.512997139813,4247.147219544398,4326.134741369733,6829.681922890058,6857.742907874272
2024-07-30,2818.218066585044,2899.9546196664683,4245.548638940805,4317.858650394834,6845.872206880639,6844.623736239299
2024-07-31,2911.9596295799893,2948.0166762829003,4366.383549036126,4389.420172602687,7011.480180277108,6958.062302242497
2024-08-01,2853.594464422396,2904.1640494840244,4264.864458468804,4324.126239145259,6880.1948186067675,6854.559051450747
2024-08-02,2781.6983987014282,2859.6869738938667,4140.0562926685425,4257.902538857385,6697.771037766135,6749.581944140731
2024-08-05,2888.4765084324868,2945.0443961688675,4299.242872695417,4387.206610522347,6792.410613618173,6778.996568990813
2024-08-06,2936.136835247602,2961.2996402709573,4375.063906112671,4411.421904007604,6907.086773079637,6816.413405266533
2024-08-07,2890.7328769055625,2948.174171974311,4297.801674838463,4391.869009880726,6767.597809860208,6786.200786174912
2024-08-08,2982.119542645994,3015.8008903376995,4435.950102940462,4492.611934584255,6966.5896803677215,6941.866110729575
2024-08-09,3003.2924757761402,3032.5419972110153,4472.127623689625,4517.55101354606,7022.2498107915935,6980.401321337249
2024-08-12,3023.4176761692615,3034.665569907154,4490.613422949048,4520.714481024696,7243.518990321773,7185.289428300883
2024-08-13,3073.9091081637825,3078.243647269173,4557.543488292682,4585.632357755252,7338.752222654159,7288.470846932319
2024-08-14,3077.519929919598,3070.8998010646387,4551.18204099343,4574.692294964652,7324.689168686904,7271.082551820075
2024-08-15,3123.703562084723,3118.9333832590255,4619.190779440834,4646.247497869035,7425.125307095429,7384.813433327163
2024-08-16,3130.8698116904434,3137.4589969486337,4627.071739459577,4673.84494086472,7449.751664780561,7428.677211107724
2024-08-19,3145.6369850063584,3152.443373406822,4746.47506302205,4796.167034051989,7484.143419894839,7464.156271081373
2024-08-20,3105.030227570276,3129.863240655909,4691.215787100715,4761.813335826028,7400.238753232347,7410.692459202515
2024-08-21,3136.9538371734316,3128.9204670799936,4729.439741645182,4760.37898823916,7459.891416008938,7408.460219487048
2024-08-22,3103.5368670934827,3096.7280443387313,4678.999568405032,4711.401031013857,7375.608875114616,7332.237034603692
2024-08-23,3167.3507953916196,3140.385314833732,4782.063920632771,4777.821751941362,7517.829166776169,7435.605961732555
2024-08-26,3132.381203102957,3113.0812627048826,4727.268196795226,4736.281023304926,7532.307879444637,7470.957151973527
2024-08-27,3143.39054884364,3123.843697956004,4742.366056426888,4752.655127783054,7557.947585635952,7496.785482757978
2024-08-28,3105.6105725529173,3102.0330400760095,4695.636025981354,4719.47211831254,7474.510152559827,7444.442971680638
2024-08-29,3127.010518081864,3117.083513733282,4728.789723908541,4742.370098403414,7526.455851512646,7480.561991494688
2024-08-30,3171.9836182877266,3159.477615286193,4798.431787555066,4806.869018200534,7636.621675966618,7582.301872169381
2024-09-03,3132.5594896756547,3198.0930414605386,4602.3360174197815,4713.477754818769,7564.684938899538,7634.987529194231
2024-09-04,3128.972398763593,3196.9164727178754,4596.54609143247,4711.743680630288,7552.47009038963,7632.178640409254
2024-09-05,3098.8183043346476,3180.049740691967,4555.275503511208,4686.884814684255,7484.817859985566,7591.911741664725
2024-09-06,3024.39196781116,3117.9023408670623,4447.154494678679,4595.2894849684135,7336.094894049715,7443.543755967129
2024-09-09,3070.932113293273,3159.60685732379,4708.046338633928,4856.755273501096,7620.706947781957,7743.107295529685
2024-09-10,3101.2485769808036,3187.654345870169,4748.761701778804,4899.868165090864,7685.518167235996,7811.842022029393
2024-09-11,3173.5695580838565,3225.1905301828992,4829.7027338238595,4957.566502048638,7796.245450662243,7903.83027111315
2024-09-12,3232.0307239033236,3255.332092267495,4908.906668326574,5003.898275973802,7918.907954604597,7977.696850031004
2024-09-13,3259.9360080213073,3252.5527124013997,4960.873722021094,4999.625982479302,8001.4181264944145,7970.885548027299
2024-09-16,3375.2210689955064,3354.252741732372,4992.4663519402,5002.239164052562,8144.968805712487,8075.051733919935
2024-09-17,3373.6111508197546,3343.232594735732,4987.7836045682825,4985.804680683328,8138.058967238922,8048.52175422994
2024-09-18,3380.4243921888396,3335.246620674749,4998.2876127980135,4973.895097450692,8144.0995353920525,8029.29626388872
2024-09-19,3438.9598086633196,3394.6887178436623,5100.4002283364,5062.54184214954,8296.587420240407,8172.397588317772
2024-09-20,3466.1048650406465,3374.506874328576,5119.3686719435345,5032.444405907509,8311.799051896269,8123.811675741
2024-09-23,3487.928909555574,3383.279830416235,5159.254142830491,5045.527625302461,8567.630985606025,8344.931752169907
2024-09-24,3506.9722883624695,3407.9562139416917,5192.593302269325,5082.327825407378,8629.772408847988,8405.79657764459
2024-09-25,3482.722954805975,3376.2950499941294,5142.834639868768,5035.111134694863,8548.07919902405,8327.703642510647
2024-09-26,3503.032390387784,3408.003871640083,5173.760674138878,5082.398897930446,8609.690551977474,8405.914126372594
2024-09-27,3495.3500679097697,3389.0078200566745,5154.745284019433,5054.069848061707,8585.035195391583,8359.05996060152
2024-09-30,3606.768277801439,3504.8324599081293,5282.3175547227,5177.669331856447,8627.79156922983,8398.09177179723
2024-10-01,3607.220707493801,3483.792943619205,5269.403655933303,5146.587772468836,8618.982286570512,8347.6780100412
2024-10-02,3651.8268898423794,3508.1639186747343,5324.491629454771,5182.5908772037665,8700.79701679379,8406.074434813494
2024-10-03,3662.1812388296476,3506.6318826308147,5328.588646168734,5180.3276089503925,8689.370896271064,8402.403452122675
2024-10-04,3722.3706423220287,3542.6423612052113,5408.698517444905,5233.525686939266,8806.099392273669,8488.689831649659
2024-10-07,3790.583080693384,3630.140674241201,5677.467864715298,5515.0570149184305,8877.540104358155,8558.733959114516
2024-10-08,3812.764533824359,3664.070931930535,5719.396531969429,5566.6052392105,8926.640025376504,8638.730872398852
2024-10-09,3809.153231742561,3689.4492603911535,5729.346417079675,5605.161025601035,8954.3613541281,8698.565016888819
2024-10-10,3821.968221873871,3693.907260877518,5745.649921899638,5611.933800835145,8975.100462672548,8709.075584818911
2024-10-11,3872.103375612649,3719.240079907893,5823.904482835419,5650.420447452588,9098.947311953472,8768.80243233583
2024-10-14,4009.6468612883,3852.5678954674577,5971.281768910143,5801.053417215422,9259.136565295908,8947.37897589426
2024-10-15,3984.911859916545,3828.3150754389003,5915.628452367951,5764.534423048102,9182.39083233948,8891.05312313383
2024-10-16,4058.106767038251,3853.804821321504,6005.237711565331,5802.915934151437,9299.623702659012,8950.251668778987
2024-10-17,4033.8464775332363,3861.8118961940113,5981.133787061052,5814.972689622433,9267.989192233008,8968.847663792332
2024-10-18,4047.691674591556,3888.457247157067,5992.861134448988,5855.094267866125,9321.6637636427,9030.730039257447
2024-10-21,4018.966865464209,3868.1146194805824,6059.550104005212,5924.463095879086,9256.344458789987,8983.485395132899
2024-10-22,3989.61130103216,3884.211749941221,5996.2985407093365,5949.117705358164,9188.460801979369,9020.870103349254
2024-10-23,3961.9439164715313,3856.048121114646,5975.456692066713,5905.981863729074,9137.108866053602,8955.46161029083
2024-10-24,3976.9042772941384,3870.3965148932048,6001.371858754899,5927.958081547984,9170.013935066872,8988.784972867561
2024-10-25,3932.743205469682,3853.4597758555583,5951.861832478891,5902.017514821307,9094.667826524417,8949.450319488982
2024-10-28,3974.496507217279,3875.2463056691427,6008.225735485358,5935.386094753713,9286.857593712073,9100.048347635637
2024-10-29,3991.988043990186,3874.2680192622793,6053.930919215221,5933.887736435819,9343.353373295797,9097.751086275173
2024-10-30,3983.3870003907828,3861.168827893235,6029.600037245528,5913.82481599884,9270.812811956339,9066.990906051571
2024-10-31,3931.185979779057,3772.042528077324,5945.579555708195,5777.317621648293,9160.083296570492,8857.700044672214
2024-11-01,3925.22718148853,3778.584065336129,5960.434728714407,5787.336739459573,9178.700958314335,8873.061211583308
2024-11-04,4035.6799257866005,3874.467472032162,5968.22268486333,5781.031702636913,9214.155858347469,8863.394420071541
2024-11-05,4139.495036129358,3921.4874739882143,6113.941802383727,5851.189504690525,9436.2014686833,8970.95935021417
2024-11-06,4247.777473166542,3996.7961473153573,6287.373757334733,5963.556386366626,9642.135714960692,9143.23863240432
2024-11-07,4369.673099360968,4103.273736045275,6511.622344517634,6122.429914280161,9970.0328354208,9386.821233787325
2024-11-08,4429.477100695511,4097.3400634079,6588.967207905168,6113.576375083524,10069.150628946081,9373.24711519573
2024-11-11,4580.506224011066,4231.9698127721595,6861.637838855812,6365.24687699747,10619.759351811554,9852.467583427631
2024-11-12,4561.703072021841,4238.804696614557,6835.015934587657,6375.527130628098,10577.162549380764,9868.379906641865
2024-11-13,4537.8008920075745,4259.904393950091,6836.615633807194,6407.262891635954,10559.946890624444,9917.502205055027
2024-11-14,4500.026711380587,4253.586495011054,6784.413506768614,6397.760227800894,10450.788007795332,9902.793476674125
2024-11-15,4459.207303623649,4212.678568352531,6725.642103310917,6336.231184842757,10365.001839740322,9807.555552222979
2024-11-18,4484.186095669107,4228.4695573170775,6861.44654805537,6459.982191498789,10706.089695004302,10144.318623267085
2024-11-19,4543.72830752272,4219.428087782118,6944.271152193032,6446.169219360976,10803.022589824268,10122.627667108616
2024-11-20,4540.435710363691,4215.804559098674,6951.9713915084685,6440.63342669459,10851.00690840066,10113.934633138017
2024-11-21,4651.612939276798,4263.1193836172015,7104.373992288225,6512.917954143691,11082.600444839383,10227.445360604257
2024-11-22,4691.016809760346,4307.720676077253,7196.236765670488,6581.056922889767,11246.827642795528,10334.44618338217
2024-11-25,4772.862708762193,4417.989028616635,7394.24446512688,6796.744247497709,11581.559160670895,10659.08049574591
2024-11-26,4841.104307581078,4456.183717978419,7494.818884826657,6855.503907950273,11702.873421268629,10751.231079593046
2024-11-27,4769.184235592787,4422.82171694319,7380.085944738044,6804.178975463466,11546.161441814604,10670.740102311238
2024-11-29,4768.534343849608,4420.042519503818,7382.117029235732,6799.903388972336,11523.106189017777,10664.034859489684
2024-12-02,4876.341775968639,4535.4957105021695,7499.227523118792,6923.676962501651,11662.843156064946,10801.318068139737
2024-12-03,4924.106552208344,4556.546217459009,7580.45442833742,6955.811688090426,11794.015276098069,10851.450013058113
2024-12-04,4988.413486491017,4580.651599376894,7669.0011593461595,6992.609843818081,11901.452143838771,10908.857166293019
2024-12-05,4959.721564947467,4571.672500108295,7632.148775789025,6978.90276818221,11835.49549905478,10887.473372027496
2024-12-06,4922.952667878205,4549.420686042829,7587.252994703048,6944.934182992682,11781.325913903078,10834.48050495066
2024-12-09,4907.574348183933,4634.616753581938,7393.3108203364745,6922.335187717133,11539.412891372447,10799.224825444868
2024-12-10,4864.178346423618,4624.697913768286,7317.202295818708,6907.520255325948,11414.541197771176,10776.112713516217
2024-12-11,4927.708422208401,4670.288432408424,7421.56280015903,6975.614958337797,11568.696467915292,10882.344207268741
2024-12-12,4907.191729524893,4657.77353882061,7390.0994216791005,6956.922519920639,11515.6470670295,10853.182972002229
2024-12-13,4895.956588591536,4671.430067541699,7371.791454969497,6977.320122211055,11480.187437021472,10885.004356991658
2024-12-16,4884.731042211465,4675.309108030572,7586.833092505348,7183.113917016193,11579.684513459675,10994.04299655424
2024-12-17,4835.837952573154,4652.816139500303,7501.371186387634,7148.555869291121,11470.438806149285,10941.15052304545
2024-12-18,4674.193575923505,4523.737437617112,7231.602223225907,6950.240207489221,11064.468366950423,10637.620474945381
2024-12-19,4777.693169468914,4585.6150501119255,7378.475472266381,7045.308561087441,11264.942151646621,10783.126390505831
2024-12-20,4830.112362918363,4634.11202325795,7466.267833304459,7119.818989101709,11395.300315035034,10897.16757915244
2024-12-23,4816.335519577128,4631.421057713346,7428.8312010759955,7115.684607479659,11336.084528591226,10890.839742807075
2024-12-24,4870.763198996204,4695.162036306899,7510.83494309726,7213.615824398159,11463.715487848689,11040.727385122806
2024-12-26,4878.064612539039,4698.308469666573,7524.654270965867,7218.449983751604,11487.47794753727,11048.126259259841
2024-12-27,4813.1241827063905,4638.312243969882,7414.944054554128,7126.272180356721,11303.92632321878,10907.044446335978
2024-12-30,4870.960405579436,4682.6578731984,7451.58974358395,7140.765174083117,11194.522018297539,10776.172555072817
2024-12-31,4848.741313475649,4676.035945680893,7412.968774358336,7130.667142007581,11146.269341092175,10760.933552884706
2025-01-02,4941.137020280887,4689.010080176577,7541.441434094314,7150.451898929695,11309.30433620743,10790.790850997055
2025-01-03,5096.41100574484,4786.317197101159,7772.54080145908,7298.839265792969,11644.26226151785,11014.723137149687
2025-01-06,5120.974378240208,4796.539340836543,7806.321471244853,7314.427406111288,11668.071195849336,11038.24729538592
2025-01-07,5014.5627579620705,4705.323632504209,7631.860173312818,7175.329062600671,11406.559547561048,10828.333131391906
2025-01-08,5064.902691828688,4730.796169711379,7712.343971978319,7214.173114741566,11517.275358594716,10886.952928907132
2025-01-10,5030.736232854722,4680.256837033186,7647.374989106103,7137.103741645696,11406.982414459959,10770.647064907198
2025-01-13,5100.380661126423,4811.842182322213,7621.790311025541,7185.26945004438,11493.657553531466,10943.334231098486
2025-01-14,5180.127817816629,4808.689664846529,7740.720843097395,7180.561962423115,11641.600156756931,10936.164616822165
2025-01-15,5239.163148325408,4876.406009707475,7829.201112990717,7281.67919893298,11763.062915010449,11090.168544349985
2025-01-16,5279.410572369216,4872.496358034414,7881.532507355991,7275.841122856844,11852.159506533366,11081.2770172873
2025-01-17,5299.831937909943,4918.223788542292,7920.628842450767,7344.123476476911,11913.286213451556,11185.272646532052
2025-01-21,5378.283464685296,4906.691344462793,8019.865546293617,7326.902687641983,12025.132947850612,11159.044980436298
2025-01-22,5425.067128583262,4941.268408960621,8097.189871920848,7378.534789401514,12120.01580387026,11237.681884805297
2025-01-23,5452.047537968256,4966.221362199468,8139.707425736802,7415.795714802219,12175.02114269797,11294.431149847462
2025-01-24,5419.965816919753,4948.940446311752,8097.844347502615,7389.991037031829,12126.732963244725,11255.130019175816
2025-01-27,5076.5212575910655,4954.897648470993,7668.619673251911,7349.561900597475,11646.381199671994,11141.253144206823
2025-01-28,5181.540948546145,5008.248028192266,7821.975254670096,7428.696112038327,11854.156843119254,11261.213258014159
2025-01-29,5206.419686770765,4993.452219335316,7831.696454652131,7406.749601579706,11866.896179974116,11227.94438675918
2025-01-30,5328.573117264466,5022.084338968889,7997.669517066788,7449.219406310625,12116.610390348898,11292.324665732507
2025-01-31,5259.625647455714,5008.793712646047,7923.590947309223,7429.505521627744,12011.045984393772,11262.440247766068
2025-02-03,5397.930788094102,5147.659152423623,7975.035166550829,7487.154332098608,12314.412229319412,11549.830489470962
2025-02-04,5376.486094964014,5142.255718777837,7964.099997671838,7479.295159524952,12362.649634119422,11537.706776376914
2025-02-05,5437.77396164239,5140.497164968778,8038.457304367958,7476.737382605413,12459.439694664776,11533.76109974996
2025-02-06,5455.398196369611,5144.452615342987,8060.522629404529,7482.490496113466,12507.23876992711,11542.635965000143
2025-02-07,5490.0842832664175,5104.784659476731,8114.329941501785,7424.7943474728345,12548.825031515804,11453.632759357948
2025-02-10,5674.036258927099,5276.388739961412,8317.87754447212,7628.940870294651,12844.678574957305,11714.291219342258
2025-02-11,5607.121575910516,5285.574716971106,8225.337578364057,7642.222544351775,12711.900737259739,11734.685321279963
2025-02-12,5528.300211882972,5236.308576133587,8115.3088147789795,7570.990401710254,12605.455699661497,11625.307875935016
2025-02-13,5528.689711341298,5277.824400030761,8193.49869211289,7631.016639597993,12720.815388371424,11717.478577395876
2025-02-14,5470.283556776461,5242.409904645203,8152.886512447709,7579.812093351895,12639.561048633785,11638.853644173934
2025-02-18,5591.538676313849,5345.9193696220855,8268.480497694472,7684.886302648158,12790.139304205242,11746.645127476124
2025-02-19,5569.270031308111,5377.5002249221,8230.622479964846,7730.2845336241235,12699.595518536758,11816.038074578819
2025-02-20,5514.52746516352,5369.170507525351,8126.330797538839,7718.310366656519,12492.467431302233,11797.73509851304
2025-02-21,5289.10345163273,5237.354637728582,7769.990116087727,7528.82191719933,11932.53443105169,11508.094694755564
2025-02-24,5239.714535712883,5226.3330818440845,7704.609330661099,7512.978168351949,12033.801858494673,11683.87691353284
2025-02-25,5218.719594991299,5207.041988581295,7666.27750374596,7485.246762745507,11964.987221062029,11640.75016372944
2025-02-26,5265.609114685768,5178.605698159795,7703.966838215523,7444.368918608895,12018.534326119787,11577.178609456241
2025-02-27,5085.3908563683735,5113.106261852124,7492.473562460828,7350.2119203248785,11709.392883400094,11430.749489891861
2025-02-28,5207.725709572505,5239.6869339363575,7654.113801866257,7532.174648496158,11932.503253793182,11713.730495714515
2025-03-03,5253.144402106091,5338.629970504567,7543.606180678202,7486.902858862134,11812.71652095215,11687.809739516591
2025-03-04,5196.48609113987,5239.617385404166,7426.163243873978,7348.047457654875,11634.903918153292,11471.04246722673
2025-03-05,5180.448653579978,5225.189336777808,7405.740328151216,7327.813540131972,11626.49520266473,11439.455283213407
2025-03-06,4913.736563165663,5052.586707140791,7014.795551681558,7085.755347596412,11045.508662010156,11061.578054995052
2025-03-07,4911.029925173095,5084.197094136808,7020.20057104782,7130.085802802666,11077.798335052814,11130.782362287962
2025-03-10,4822.1786884400535,5015.675800545293,6933.8981951207825,7093.751282197146,10953.45629621829,11061.840362666908
2025-03-11,4897.7690347375665,4983.704996325304,7043.480948409539,7048.53445749652,11087.029545094685,10991.33023669163
2025-03-12,4930.744440985686,4975.8286744004,7076.131265715749,7037.394848204448,11111.064985280089,10973.959373971837
2025-03-13,4855.488092078164,4922.090648246143,6976.120459907461,6961.392290006196,10940.400132538076,10855.442649533908
2025-03-14,5021.224858457922,5037.925151053559,7211.196231717126,7125.218897922807,11294.831322738635,11110.910273339501
2025-03-17,5179.85531281827,5164.815231544692,7492.406499869666,7363.249973005776,11646.575384853806,11370.215098762996
2025-03-18,5090.044551453836,5091.257639480448,7359.2138398962425,7258.382148408026,11437.773624873205,11208.279849112763
2025-03-19,5220.2326094319915,5137.152312802627,7538.173837383833,7323.812166124183,11690.461151597601,11309.315856049368
2025-03-20,5221.870091859366,5135.241780940534,7535.322666633709,7321.088404856584,11670.146124598072,11305.109866628418
2025-03-21,5231.464229974408,5163.056366909795,7553.075530326311,7360.742437035015,11706.820834544476,11366.34300105343
2025-03-24,5363.751520167669,5265.675282832376,7771.219159391844,7507.041713199216,12024.309619793577,11592.256048264735
2025-03-25,5372.738898123353,5294.061968751501,7801.322463465872,7547.511363120305,12066.115003722798,11654.748646813116
2025-03-26,5245.454431125398,5238.65811296537,7627.329354051979,7468.524522094505,11839.460350778942,11532.778405991789
2025-03-27,5204.814010622358,5246.839385983813,7533.51756446174,7480.188203297327,11745.686545014416,11550.789279533456
2025-03-28,5106.069000349828,5113.122202482062,7382.308596586653,7289.55349447054,11493.065610918537,11256.414152708063
2025-03-31,5079.759407899898,5136.547776639032,7338.116903066875,7322.950305497865,11603.486401186625,11307.98498439048
2025-04-01,5130.887823225361,5153.453672872284,7423.31031131188,7347.052298386759,11659.90110866343,11345.20290371418
2025-04-02,5229.236299885616,5197.063347165165,7561.658531030963,7409.224693460766,11844.564345312212,11441.208540870102
2025-04-03,4913.65853083295,4889.899563847725,7065.1957679482,6971.314793914551,11135.689151951754,10764.994943617256
2025-04-04,4580.459167320272,4547.3341364414355,6554.246119214932,6482.9343270401,10352.369786266605,10010.84548804336
